order_id,order_date,customer_id,customer_type,channel,segment,city,product_id,product_name,category,quantity,unit_price_tnd,line_total_tnd,discount_rate,payment_method,shipping_tnd,order_total_tnd
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,12,50.000,600.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,12,99.000,1188.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-009,Trio fruité - Framboise,Gift Sets,12,50.000,600.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-030,Lait de corps monoï - 250ml,Body Care,12,35.000,420.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-018,Gel douche jasmin,Body Care,12,20.000,240.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,12,49.000,588.000,0.10,Card (Stripe),0.000,4027.320
ORD-01003,2023-03-26 18:01:00,CUST-0086,B2B,B2B Spa,Gold,Nabeul,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,12,19.900,238.800,0.10,Card (Stripe),0.000,4027.320
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-014,Gel douche Bergamote,Body Care,3,20.000,60.000,0.20,Card (Stripe),0.000,832.800
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,3,124.000,372.000,0.20,Card (Stripe),0.000,832.800
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-024,Lait de corps Framboise - 125ml,Body Care,3,20.000,60.000,0.20,Card (Stripe),0.000,832.800
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,3,49.000,147.000,0.20,Card (Stripe),0.000,832.800
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-021,Huile sèche pailletée Framboise,Vegetable Oils,3,35.000,105.000,0.20,Card (Stripe),0.000,832.800
ORD-01004,2023-02-12 23:28:00,CUST-0278,B2B,B2B Reseller,Silver,Ben Arous,KINZ-025,Pack Framboise + Trousse offerte,Accessories,3,99.000,297.000,0.20,Card (Stripe),0.000,832.800
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-020,Huile sèche Jasmin,Vegetable Oils,12,35.000,420.000,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-021,Huile sèche pailletée Framboise,Vegetable Oils,12,35.000,420.000,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-014,Gel douche Bergamote,Body Care,12,20.000,240.000,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,12,19.900,238.800,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-030,Lait de corps monoï - 250ml,Body Care,12,35.000,420.000,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,12,19.900,238.800,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-007,Trousse Verte - Signée Kinz,Accessories,12,19.900,238.800,0.07,Card (Stripe),0.000,2284.452
ORD-01005,2024-08-25 22:22:00,CUST-0108,B2B,B2B Pharmacy,Gold,Ben Arous,KINZ-024,Lait de corps Framboise - 125ml,Body Care,12,20.000,240.000,0.07,Card (Stripe),0.000,2284.452
ORD-01006,2024-11-26 03:08:00,CUST-0264,B2C,B2C Facebook,Bronze,Sfax,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,1,99.000,99.000,0.07,Cash on Delivery,0.000,143.220
ORD-01006,2024-11-26 03:08:00,CUST-0264,B2C,B2C Facebook,Bronze,Sfax,KINZ-014,Gel douche Bergamote,Body Care,1,20.000,20.000,0.07,Cash on Delivery,0.000,143.220
ORD-01006,2024-11-26 03:08:00,CUST-0264,B2C,B2C Facebook,Bronze,Sfax,KINZ-030,Lait de corps monoï - 250ml,Body Care,1,35.000,35.000,0.07,Cash on Delivery,0.000,143.220
ORD-01007,2024-11-23 12:31:00,CUST-0432,B2B,B2B Reseller,Gold,Monastir,KINZ-021,Huile sèche pailletée Framboise,Vegetable Oils,6,35.000,210.000,0.20,Card (Stripe),0.000,408.000
ORD-01007,2024-11-23 12:31:00,CUST-0432,B2B,B2B Reseller,Gold,Monastir,KINZ-009,Trio fruité - Framboise,Gift Sets,6,50.000,300.000,0.20,Card (Stripe),0.000,408.000
ORD-01008,2024-05-14 10:37:00,CUST-0233,B2C,B2C Web,Bronze,Monastir,KINZ-025,Pack Framboise + Trousse offerte,Accessories,2,99.000,198.000,0.00,Cash on Delivery,0.000,198.000
ORD-01009,2024-03-15 06:31:00,CUST-0496,B2B,B2B Reseller,Gold,Ariana,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,6,49.000,294.000,0.15,Bank Transfer,0.000,775.200
ORD-01009,2024-03-15 06:31:00,CUST-0496,B2B,B2B Reseller,Gold,Ariana,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,50.000,300.000,0.15,Bank Transfer,0.000,775.200
ORD-01009,2024-03-15 06:31:00,CUST-0496,B2B,B2B Reseller,Gold,Ariana,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,33.000,198.000,0.15,Bank Transfer,0.000,775.200
ORD-01009,2024-03-15 06:31:00,CUST-0496,B2B,B2B Reseller,Gold,Ariana,KINZ-018,Gel douche jasmin,Body Care,6,20.000,120.000,0.15,Bank Transfer,0.000,775.200
ORD-01010,2023-06-11 14:29:00,CUST-0064,B2C,B2C Instagram,Silver,Bizerte,KINZ-014,Gel douche Bergamote,Body Care,1,20.000,20.000,0.10,Cash on Delivery,7.000,25.000
ORD-01011,2024-01-05 08:05:00,CUST-0336,B2C,B2C Facebook,Bronze,Sfax,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,1,49.000,49.000,0.07,Cash on Delivery,7.000,52.570
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-017,Brume parfumée Jasmin,Fragrance,3,24.000,72.000,0.05,Bank Transfer,0.000,672.600
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-022,Gel douche Framboise,Body Care,3,20.000,60.000,0.05,Bank Transfer,0.000,672.600
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,3,20.000,60.000,0.05,Bank Transfer,0.000,672.600
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,3,99.000,297.000,0.05,Bank Transfer,0.000,672.600
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,3,49.000,147.000,0.05,Bank Transfer,0.000,672.600
ORD-01012,2024-05-03 02:08:00,CUST-0110,B2B,B2B Spa,Platinum,Ariana,KINZ-023,Brume parfumée Framboise,Fragrance,3,24.000,72.000,0.05,Bank Transfer,0.000,672.600
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-025,Pack Framboise + Trousse offerte,Accessories,6,99.000,594.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,6,20.000,120.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,6,19.900,119.400,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-021,Huile sèche pailletée Framboise,Vegetable Oils,6,35.000,210.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-022,Gel douche Framboise,Body Care,6,20.000,120.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,6,49.000,294.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,6,157.000,942.000,0.07,Bank Transfer,0.000,2365.362
ORD-01013,2023-11-03 04:24:00,CUST-0189,B2B,B2B Pharmacy,Silver,Sousse,KINZ-017,Brume parfumée Jasmin,Fragrance,6,24.000,144.000,0.07,Bank Transfer,0.000,2365.362
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-019,Lait de corps jasmin - 125ml,Body Care,3,20.000,60.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-024,Lait de corps Framboise - 125ml,Body Care,3,20.000,60.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-013,Brume parfumée Bergamote,Fragrance,3,24.000,72.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-012,Duo Fruité - Framboise,Gift Sets,3,33.000,99.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-014,Gel douche Bergamote,Body Care,3,20.000,60.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,33.000,99.000,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,3,19.900,59.700,0.12,Bank Transfer,0.000,580.536
ORD-01014,2023-03-30 03:08:00,CUST-0112,B2B,B2B Pharmacy,Platinum,Monastir,KINZ-008,Trio Floral - Jasmin,Gift Sets,3,50.000,150.000,0.12,Bank Transfer,0.000,580.536
ORD-01015,2023-07-30 16:38:00,CUST-0155,B2C,B2C Facebook,Bronze,Tunis,KINZ-024,Lait de corps Framboise - 125ml,Body Care,1,20.000,20.000,0.07,Card (Stripe),7.000,47.920
ORD-01015,2023-07-30 16:38:00,CUST-0155,B2C,B2C Facebook,Bronze,Tunis,KINZ-013,Brume parfumée Bergamote,Fragrance,1,24.000,24.000,0.07,Card (Stripe),7.000,47.920
ORD-01016,2023-01-13 11:59:00,CUST-0271,B2C,B2C Web,Bronze,Sousse,KINZ-013,Brume parfumée Bergamote,Fragrance,2,24.000,48.000,0.00,Card (Stripe),7.000,95.000
ORD-01016,2023-01-13 11:59:00,CUST-0271,B2C,B2C Web,Bronze,Sousse,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,2,20.000,40.000,0.00,Card (Stripe),7.000,95.000
ORD-01017,2023-09-26 06:02:00,CUST-0008,B2C,B2C Web,Silver,Sousse,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,1,99.000,99.000,0.00,Cash on Delivery,0.000,197.000
ORD-01017,2023-09-26 06:02:00,CUST-0008,B2C,B2C Web,Silver,Sousse,KINZ-013,Brume parfumée Bergamote,Fragrance,1,24.000,24.000,0.00,Cash on Delivery,0.000,197.000
ORD-01017,2023-09-26 06:02:00,CUST-0008,B2C,B2C Web,Silver,Sousse,KINZ-017,Brume parfumée Jasmin,Fragrance,1,24.000,24.000,0.00,Cash on Delivery,0.000,197.000
ORD-01017,2023-09-26 06:02:00,CUST-0008,B2C,B2C Web,Silver,Sousse,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,1,50.000,50.000,0.00,Cash on Delivery,0.000,197.000
ORD-01018,2023-03-22 16:58:00,CUST-0159,B2B,B2B Spa,Gold,Sousse,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,3,99.000,297.000,0.10,Bank Transfer,0.000,464.130
ORD-01018,2023-03-22 16:58:00,CUST-0159,B2B,B2B Spa,Gold,Sousse,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,3,19.900,59.700,0.10,Bank Transfer,0.000,464.130
ORD-01018,2023-03-22 16:58:00,CUST-0159,B2B,B2B Spa,Gold,Sousse,KINZ-018,Gel douche jasmin,Body Care,3,20.000,60.000,0.10,Bank Transfer,0.000,464.130
ORD-01018,2023-03-22 16:58:00,CUST-0159,B2B,B2B Spa,Gold,Sousse,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,33.000,99.000,0.10,Bank Transfer,0.000,464.130
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,3,99.000,297.000,0.20,Bank Transfer,0.000,619.200
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,50.000,150.000,0.20,Bank Transfer,0.000,619.200
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-022,Gel douche Framboise,Body Care,3,20.000,60.000,0.20,Bank Transfer,0.000,619.200
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-024,Lait de corps Framboise - 125ml,Body Care,3,20.000,60.000,0.20,Bank Transfer,0.000,619.200
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,3,20.000,60.000,0.20,Bank Transfer,0.000,619.200
ORD-01019,2024-03-20 03:29:00,CUST-0045,B2B,B2B Reseller,Bronze,Ben Arous,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,3,49.000,147.000,0.20,Bank Transfer,0.000,619.200
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-024,Lait de corps Framboise - 125ml,Body Care,6,20.000,120.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,6,49.000,294.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,6,124.000,744.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-025,Pack Framboise + Trousse offerte,Accessories,6,99.000,594.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,6,99.000,594.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,33.000,198.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-014,Gel douche Bergamote,Body Care,6,20.000,120.000,0.12,Bank Transfer,0.000,2608.320
ORD-01020,2023-05-10 23:49:00,CUST-0191,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-009,Trio fruité - Framboise,Gift Sets,6,50.000,300.000,0.12,Bank Transfer,0.000,2608.320
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-024,Lait de corps Framboise - 125ml,Body Care,3,20.000,60.000,0.05,Bank Transfer,0.000,1003.200
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,3,124.000,372.000,0.05,Bank Transfer,0.000,1003.200
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-008,Trio Floral - Jasmin,Gift Sets,3,50.000,150.000,0.05,Bank Transfer,0.000,1003.200
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-030,Lait de corps monoï - 250ml,Body Care,3,35.000,105.000,0.05,Bank Transfer,0.000,1003.200
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-017,Brume parfumée Jasmin,Fragrance,3,24.000,72.000,0.05,Bank Transfer,0.000,1003.200
ORD-01021,2023-09-19 03:57:00,CUST-0081,B2B,B2B Spa,Platinum,Tunis,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,3,99.000,297.000,0.05,Bank Transfer,0.000,1003.200
ORD-01022,2024-11-02 13:14:00,CUST-0468,B2B,B2B Spa,Gold,Monastir,KINZ-014,Gel douche Bergamote,Body Care,3,20.000,60.000,0.05,Card (Stripe),0.000,307.800
ORD-01022,2024-11-02 13:14:00,CUST-0468,B2B,B2B Spa,Gold,Monastir,KINZ-030,Lait de corps monoï - 250ml,Body Care,3,35.000,105.000,0.05,Card (Stripe),0.000,307.800
ORD-01022,2024-11-02 13:14:00,CUST-0468,B2B,B2B Spa,Gold,Monastir,KINZ-024,Lait de corps Framboise - 125ml,Body Care,3,20.000,60.000,0.05,Card (Stripe),0.000,307.800
ORD-01022,2024-11-02 13:14:00,CUST-0468,B2B,B2B Spa,Gold,Monastir,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,33.000,99.000,0.05,Card (Stripe),0.000,307.800
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,33.000,198.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,6,157.000,942.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-018,Gel douche jasmin,Body Care,6,20.000,120.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,6,20.000,120.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,6,99.000,594.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-012,Duo Fruité - Framboise,Gift Sets,6,33.000,198.000,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-007,Trousse Verte - Signée Kinz,Accessories,6,19.900,119.400,0.20,Card (Stripe),0.000,2073.120
ORD-01023,2024-04-21 09:49:00,CUST-0036,B2B,B2B Reseller,Gold,Nabeul,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,50.000,300.000,0.20,Card (Stripe),0.000,2073.120
ORD-01024,2023-09-09 04:00:00,CUST-0390,B2C,B2C Facebook,Bronze,Gabès,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,1,99.000,99.000,0.07,Card (Stripe),0.000,157.170
ORD-01024,2023-09-09 04:00:00,CUST-0390,B2C,B2C Facebook,Bronze,Gabès,KINZ-008,Trio Floral - Jasmin,Gift Sets,1,50.000,50.000,0.07,Card (Stripe),0.000,157.170
ORD-01024,2023-09-09 04:00:00,CUST-0390,B2C,B2C Facebook,Bronze,Gabès,KINZ-018,Gel douche jasmin,Body Care,1,20.000,20.000,0.07,Card (Stripe),0.000,157.170
ORD-01025,2023-07-30 16:15:00,CUST-0054,B2C,B2C Web,Gold,Sfax,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,1,99.000,99.000,0.02,Bank Transfer,0.000,116.522
ORD-01025,2023-07-30 16:15:00,CUST-0054,B2C,B2C Web,Gold,Sfax,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,1,19.900,19.900,0.02,Bank Transfer,0.000,116.522
ORD-01026,2024-08-17 03:32:00,CUST-0044,B2C,B2C Instagram,Gold,Bizerte,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,1,49.000,49.000,0.12,D17,7.000,50.120
ORD-01027,2024-02-07 22:53:00,CUST-0475,B2C,B2C Web,Bronze,Nabeul,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,1,33.000,33.000,0.05,Cash on Delivery,7.000,104.850
ORD-01027,2024-02-07 22:53:00,CUST-0475,B2C,B2C Web,Bronze,Nabeul,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,1,20.000,20.000,0.05,Cash on Delivery,7.000,104.850
ORD-01027,2024-02-07 22:53:00,CUST-0475,B2C,B2C Web,Bronze,Nabeul,KINZ-009,Trio fruité - Framboise,Gift Sets,1,50.000,50.000,0.05,Cash on Delivery,7.000,104.850
ORD-01028,2024-07-02 11:49:00,CUST-0062,B2B,B2B Spa,Platinum,Kasserine,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,50.000,150.000,0.05,Bank Transfer,0.000,399.000
